X,text
959,"MPs from opposition parties forming a chain in d Parliament premises to protest against Demonetization 
Never vote fo…"
960,Amitabh Bachchan doesnt like long queues amitabhbachchan queue bank demonetization…
961,Positive effects of Demonetization Good for our country
962,Samajwadi Partys Jaya Bachchan and AAP join TMC protest against demonetization at Jantar Mantar
963,demonetization SrBachchan sir why is Jayajee joining opposition Are you also against this step whereppl and world praises Modiji
964,Visited couple of banks today didnt see long queues hardlyppl Things are getting back to normal it seems Demonetization
965,Today farmers housewives poor are in distress after Govts demonetization move Shivpal Singh Yadav SP
966,Samajwadi Partys Jaya Bachchan and AAP join TMC protest againstdemonetization at Jantar Mantar
967,Odisha people have no money So no Guv headache or pain for demonetization Thanks CMOOdisha for making us…
968,"narendramodi
The first Phase of demonetization successfully over after more than lakhs cr deposits amp lakh cr pushed ba…"
969,DemonetizationSituation much better over Rslakh crore deposited government tells SC
970,Ms JantaKaReporter my dad is a chief mgr in a regional rural bank so i know wat is being done to ease the trouble demonetization
971,Did you know the man leading demonetization Shaktikanta Das is a DM school Bhubaneswar alumni How many DMS guys here SAM…
972,"Dayof wintersession amp no constructive debate on DeMonetization

Only noise chaos amp disruptions by obstructi…"
973,Demonetization is not enough by itself we need direct amp indirect tax reform election financing reform police re…
974,"From Mankibaat to jankibaat on demonetization
driver Shyamveer Ola on DEMONETIZATION janjankibaat…"
975,Chandrababu Naidu knew about demonetization says Jagan
976,Chandrababu Naidu knew about demonetization says Jagan
977,Demonetization struck at the spirit of the hardworking rural Indian and left him hopeless in many cases without the means to survival
978,IncomeTaxIndia Pls scrutinize accounts of theMPs protested against DeMonetization amp make public how theyve been affected PMOIndia
979,JDU MP Harivansh backs PM Modi’s demonetization move writes Oppositions criticism of Modi Govt is irrational
980,JDU MP Harivansh backs PM Modi’s demonetization move writes Oppositions criticism of Modi Govt is irrational
981,JDU MP Harivansh backs PM Modi’s demonetization move writes Oppositions criticism of Modi Govt is irrational
982,JDU MP Harivansh backs PM Modi’s demonetization move writes Oppositions criticism of Modi Govt is irrational
983,Demonetization is like the cash tsunami In min Modi broke a delicate bond of an informal cash economy intertwined with formal economy
984,Indian PC market is expected to be sluggish because of demonetization says IDC
985,Will CBI raid now on ABARPanamaDemonetization
986,Terrorism offers a hand in tackling CurrencyCrisis demonetization NarendraModi ISIS PakTerrorState
987,Visited ICICI bank near my office atam Deposited all my old notes and withdrew from my account It tookmin with KYC demonetization
988,Indian PC market is expected to be sluggish because of demonetization says IDC
989,indianoilcl giving cash through Mini ATMs to people in Hinterland IndiaKaDil Helping rural people in…
990,Thru demonetization garner money frm public into banks so tht fulfilled bank coffers enable thm to again lend money to capit…
991,"Mr ArvindKejriwal what would u like to say about Annas support to pm narendramodi on demonetization

UCUUUCUE…"
992,Indian PC market is expected to be sluggish because of demonetization says IDC
993,Watch briefing on Demonetization by DEA Secy DasShaktikanta this morning here
994,Demonetization wrestling edUAUBDedUBUA
995,Watch briefing on Demonetization by DEA Secy DasShaktikanta this morning here
996,Demonetization wrestling edUAUBDedUBUA
997,Will CBI raid now on ABARPanamaDemonetization
998,DineshR theyre under the wrong impression that Govt will roll back demonetization by doing all these dramas
999,Cant believe this is happening in app store Demonetization NarendraModi
1000,Demonetization An Incredible Action
1001,Everyone in social media has become an economist now India Demonetization
1002,Bangalores tinucherian visitsATMs to see if media is lying about the note ban demonetization
1003,SanjayRautUvach ji if you know black money holders Deposited there moneydays before demonetization than let us know the names of those
1004,sonaliranade MamataOfficialSharadYadavMP mayawati r Adam Smiths kidV need a PMnot an economist only ragarwal demonetization
1005,In India most educated choose theiruneducated leadersDemonetization
1006,"MPs from opposition parties forming a chain in d Parliament premises to protest against Demonetization 
Never…"
1007,DemonetizationSituation much better over Rslakh crore deposited government tells SC
1008,"Huge support for PM narendramodi ’s demonetization Move Across the Nation 
 people back demonetization Cv…"
1009,Supreme Court refuses to stay petitions against Demonetization
1010,The Old and the New Demonetization Lovethenewdesign NoBlackMoney
1011,"Huge support for PM narendramodi ’s demonetization Move Across the Nation 
 people back demonetization Cv…"
1012,"Is the demonetization of UB amp UB notes good for India 

AmitShah OfficeOfRG PMOIndia BJPIndia"
1013,"Washington Post is saying something on demonetization
India just made a big mistake with its currency ban"
1014,PM is so scared that he didnt give in to demand of a lowly CM to roll back Demonetization despite qurbani warning
1015,People these days demonetization
1016,MigrantWorkers under immense pressure Effect of Demonetization Not a single news of BigCorporates in distress PM…
1017,This Delhi Based Startup BookMyChotu Is Offering Paid Manpower To Stand In ATM Queues Demonetization ATMWithCash ht…
1018,Everyone that disagrees with you is not your enemy Before calling everyone unhappy with Demonetization corrupt and dalaal…
1019,RT centerofright DeMonetizationSome thoughtsweeks over after thatPM speech Lines hv reduced at banks for exchange ATMs hv…
1020,"VHanumanthRao Fires on Modis Sudden Decision 
Demonetization ModiSurgicalStrikeonCommonMan NTVTelugu"
1021,"Demonetisation Not worthwhile said Finance Minister who imposednote ban 

DeMonetisation demonetization"
1022,Desperate times call for desperate measures demonetization frugalinnovation jugaad
1023,htTweets demonetization people are waiting for the limit to which government are going to fool
1024,"LOL
Real reason is Demonetization
They have no money to celebrate his birthday
edUAUBDedUBUedUAUBDedUBUedUAUBDedUBU"
1025,JhaSanjay GUYS Opposition has called a band thisfor demonetization Lets join hands in BOYCOTTING this band IndiaAgainstCorruption
1026,IndiaKaDil knows that long term benefits of demonetization far exceed the inconvenience today why commonest of the man fully supports it
1027,RBI UrjitPatelRBI we appreciate demonetization but what about our hard earned legitimate money that NSEL scamsters…
1028,Terrorists raided a bank to get newUB notes gt their old finances are indeed squeezed tight Demonetization
1029,Instead of demonising demonetization its better decipher the fine print of its larger impact ChangingNotesToTransformInd…
1030,Dear Pratap Bhanu Mehta You Disappointed Us Why PBMs critique on demonetization adds little to the discourse
